Time (s) ,raw_cg (m)
-5.4266884326934814,0.33640891313552856
-5.36456561088562,0.33673134446144104
-5.302744150161743,0.3374088406562805
-5.240948438644409,0.33781489729881287
-5.1785805225372314,0.33848652243614197
-5.116518497467041,0.33868086338043213
-5.0536580085754395,0.3392460346221924
-4.991333723068237,0.3397825360298157
-4.929372787475586,0.3398643434047699
-4.868036270141602,0.3399997055530548
-4.790496110916138,0.3400447964668274
-4.727965831756592,0.34044116735458374
-4.664666175842285,0.34042346477508545
-4.601822137832642,0.34032848477363586
-4.54005765914917,0.3390396535396576
-4.4771459102630615,0.338350385427475
-4.415246248245239,0.33770057559013367
-4.352273464202881,0.33801522850990295
-4.289666175842285,0.3381604552268982
-4.227005243301392,0.3385709524154663
-4.163296222686768,0.336902916431427
-4.100189924240112,0.33537259697914124
-4.036902904510498,0.33408844470977783
-3.9749462604522705,0.33415377140045166
-3.9134836196899414,0.33538874983787537
-3.8513808250427246,0.3358321785926819
-3.788681983947754,0.3359299600124359
-3.726727247238159,0.3325234055519104
-3.6656830310821533,0.3316592872142792
-3.6032748222351074,0.3307851552963257
-3.5405073165893555,0.33072131872177124
-3.477884292602539,0.3329693377017975
-3.4317007064819336,0.3328412175178528
-3.354125738143921,0.3310699760913849
-3.2915191650390625,0.33023443818092346
-3.2295281887054443,0.3312561810016632
-3.152388334274292,0.33142712712287903
-3.0902469158172607,0.32965749502182007
-3.0442471504211426,0.3287198841571808
-2.9813995361328125,0.3285703957080841
-2.918759346008301,0.32923203706741333
-2.841468334197998,0.3313640058040619
-2.7787058353424072,0.3333534598350525
-2.717346429824829,0.33340582251548767
-2.64047908782959,0.33217382431030273
-2.5791175365448,0.3341993987560272
-2.517496347427368,0.3334398865699768
-2.456066608428955,0.3339097499847412
-2.3794682025909424,0.3341520428657532
-2.331120014190674,0.3352017104625702
-2.253988742828369,0.33467766642570496
-2.1917426586151123,0.335025817155838
-2.1434860229492188,0.3351803421974182
-2.064795970916748,0.3343779146671295
-2.001516580581665,0.3342745304107666
-1.955759048461914,0.33366817235946655
-1.877624273300171,0.3339524567127228
-1.8143541812896729,0.3337770998477936
-1.752500057220459,0.3337925970554352
-1.6909334659576416,0.3332584798336029
-1.6144487857818604,0.33308011293411255
-1.5522477626800537,0.3327409029006958
-1.4893875122070312,0.33271709084510803
-1.4269754886627197,0.3338382840156555
-1.363832712173462,0.33345767855644226
-1.3018293380737305,0.3338050842285156
-1.2388947010040283,0.3339497148990631
-1.1767559051513672,0.33508217334747314
-1.1310060024261475,0.3351703882217407
-1.0680115222930908,0.33515018224716187
-1.0039169788360596,0.3377523422241211
-0.9419035911560059,0.3372039198875427
-0.8778958320617676,0.3364425301551819
-0.8149557113647461,0.33542096614837646
-0.7534387111663818,0.3346003293991089
-0.6903736591339111,0.3342650830745697
-0.6135456562042236,0.33465710282325745
-0.5368454456329346,0.3349941670894623
-0.4737706184387207,0.3351737856864929
-0.39476656913757324,0.33606454730033875
-0.3319544792175293,0.33403605222702026
-0.27015233039855957,0.33226799964904785
-0.20801210403442383,0.33084625005722046
-0.1462078094482422,0.32774975895881653
-0.08464407920837402,0.32667824625968933
-0.021883249282836914,0.32767102122306824
0.03978610038757324,0.3263692855834961
0.10221171379089355,0.3257847726345062
0.1496727466583252,0.3258592188358307
0.22803878784179688,0.32622337341308594
0.27956151962280273,0.3252824544906616
0.352463960647583,0.3261716663837433
0.41460156440734863,0.32620278000831604
0.4836995601654053,0.3275410830974579
0.5240051746368408,0.32791683077812195
0.5943353176116943,0.3276958167552948
0.6478018760681152,0.327595055103302
0.7269842624664307,0.3274654448032379
0.7883250713348389,0.3270299732685089
0.8352930545806885,0.3265393078327179
0.8984465599060059,0.32362279295921326
0.966270923614502,0.32299599051475525
1.0392751693725586,0.32399681210517883
1.1006574630737305,0.3210162818431854
1.1635053157806396,0.32088503241539
1.2284784317016602,0.32026803493499756
1.2868263721466064,0.31899240612983704
1.3376963138580322,0.3113519847393036
1.411923885345459,0.311000257730484
1.4635999202728271,0.30912068486213684
1.543090581893921,0.2982632517814636
1.5988426208496094,0.2965385317802429
1.6603338718414307,0.29680511355400085
1.723120927810669,0.29304876923561096
1.7853918075561523,0.2762073874473572
1.8475747108459473,0.27271443605422974
1.9157674312591553,0.2716086506843567
1.9885141849517822,0.2693433463573456
2.0214951038360596,0.26800447702407837
2.0815885066986084,0.26713699102401733
2.14475417137146,0.26821354031562805
2.2074737548828125,0.26803886890411377
2.2686586380004883,0.2674136459827423
2.3617773056030273,0.26604461669921875
2.424168348312378,0.26288938522338867
2.4707083702087402,0.26100677251815796
2.5549423694610596,0.2612859308719635
2.6110219955444336,0.2581157982349396
2.6610891819000244,0.2565455734729767
2.7193238735198975,0.2537353038787842
2.7973861694335938,0.2540779709815979
2.843501329421997,0.253788024187088
2.925499200820923,0.2532266080379486
2.9824442863464355,0.25121256709098816
3.0444791316986084,0.2516278326511383
3.1074490547180176,0.25129854679107666
3.1533122062683105,0.251861572265625
3.2155075073242188,0.2518240511417389
3.298304557800293,0.2512558400630951
3.3557515144348145,0.2506103813648224
3.4047539234161377,0.24999307096004486
3.467444658279419,0.24974742531776428
3.529963254928589,0.24874341487884521
3.5923845767974854,0.24828188121318817
3.6376729011535645,0.24744011461734772
3.70125150680542,0.24352219700813293
3.770526170730591,0.24159230291843414
3.829821825027466,0.23875708878040314
3.9045569896698,0.23051734268665314
3.9675538539886475,0.22657662630081177
4.045506000518799,0.22462452948093414
4.108395338058472,0.2213144302368164
4.169569492340088,0.21982677280902863
4.231976509094238,0.21844828128814697
4.294626474380493,0.2171345353126526
4.363491535186768,0.21185259521007538
4.419975757598877,0.20843222737312317
4.470403432846069,0.20678892731666565
4.5300610065460205,0.2019442915916443
4.606515169143677,0.2004634141921997
4.669093370437622,0.19865623116493225
4.736278057098389,0.19299602508544922
4.79360294342041,0.19147196412086487
4.84199595451355,0.1900828331708908
4.918935298919678,0.18846096098423004
4.9816648960113525,0.18194745481014252
5.049792289733887,0.17976249754428864
5.092360496520996,0.17841826379299164
5.169936656951904,0.17284372448921204
5.232473611831665,0.16939857602119446
5.294609308242798,0.16823884844779968
5.357378005981445,0.1672339141368866
5.403879880905151,0.16074718534946442
5.472828388214111,0.1591777503490448
5.530099391937256,0.15820658206939697
5.592062711715698,0.157457172870636
5.637963771820068,0.15332499146461487
5.701009273529053,0.15140068531036377
5.764079332351685,0.1501651108264923
5.844512939453125,0.14836731553077698
5.92049765586853,0.14813844859600067
5.952070713043213,0.1466064304113388
6.052582025527954,0.14363640546798706
6.108708381652832,0.14368318021297455
6.161635398864746,0.1432645618915558
6.217698335647583,0.14334812760353088
6.293961048126221,0.14264997839927673
6.356239318847656,0.14125189185142517
6.425108194351196,0.140277698636055
6.480244874954224,0.1437114030122757
6.541950225830078,0.14730511605739594
6.6037116050720215,0.14730863273143768
6.665172100067139,0.14634710550308228
6.727503776550293,0.14962638914585114
6.798548698425293,0.15041758120059967
6.836599349975586,0.15154461562633514
6.903141736984253,0.1576872169971466
6.9780802726745605,0.1608862727880478
7.040948867797852,0.16087810695171356
7.108487129211426,0.1633780151605606
7.16532039642334,0.16679352521896362
7.226591110229492,0.16850781440734863
7.2883734703063965,0.17003582417964935
7.350950479507446,0.17218120396137238
7.4125401973724365,0.17322535812854767
7.481300354003906,0.1730828583240509
7.537453651428223,0.17781783640384674
7.599486351013184,0.18012173473834991
7.662644624710083,0.1811073124408722
7.71058988571167,0.1825142651796341
7.771769046783447,0.18528902530670166
7.850243330001831,0.187822625041008
7.91221284866333,0.18846377730369568
7.989921569824219,0.1917894184589386
8.059044122695923,0.19477269053459167
8.113794326782227,0.19727398455142975
8.192773580551147,0.20238494873046875
8.223556756973267,0.2241578847169876
8.286544561386108,0.23003533482551575
8.363897562026978,0.24162892997264862
8.43060040473938,0.24786081910133362
8.503252029418945,0.24945856630802155
8.536698818206787,0.25330597162246704
8.59729552268982,0.26865649223327637
8.659118413925171,0.27032095193862915
8.721700668334961,0.27330470085144043
8.783303022384644,0.28568437695503235
8.851676940917969,0.2898392379283905
8.907937288284302,0.2902497351169586
8.969782829284668,0.2921106517314911
9.032895565032959,0.29788655042648315
9.095451593399048,0.2982397675514221
9.158476829528809,0.29842668771743774
9.22458267211914,0.29923561215400696
9.282130479812622,0.3019375801086426
9.344199180603027,0.30085793137550354
9.407402515411377,0.2998787462711334
9.488914728164673,0.2976323366165161
9.546154260635376,0.2987590730190277
9.607815504074097,0.2999776005744934
9.66957688331604,0.3000011146068573
9.730898141860962,0.29825904965400696
9.793668985366821,0.29898950457572937
9.839896440505981,0.30069708824157715
9.908879280090332,0.2921249568462372
9.966925859451294,0.2933221459388733
10.04319977760315,0.2914793789386749
10.10579800605774,0.2898382544517517
10.173037767410278,0.2816949486732483
10.22475528717041,0.2808891832828522
10.291860818862915,0.2767704427242279
10.353527545928955,0.27749133110046387
10.416824102401733,0.2774430811405182
10.479357719421387,0.2793768644332886
10.548120260238647,0.2807069420814514
10.603790998458862,0.2826574742794037
10.666316509246826,0.2827499210834503
10.728135108947754,0.2842591106891632
10.789583921432495,0.2879222631454468
10.851382970809937,0.2886243462562561
10.920358657836914,0.28958389163017273
10.975669145584106,0.29301726818084717
11.038336038589478,0.2942047119140625
11.099667072296143,0.2944793105125427
11.161722898483276,0.2945694923400879
11.22377634048462,0.2960166335105896
11.291762113571167,0.29796066880226135
11.347918272018433,0.29907530546188354
11.410165548324585,0.2995106875896454
11.472384452819824,0.2989341616630554
11.518916368484497,0.29803192615509033
11.581312894821167,0.29714831709861755
11.643399238586426,0.29672014713287354
11.711674213409424,0.2965683937072754
11.7682945728302,0.2957172989845276
11.847543001174927,0.2943383753299713
11.910383701324463,0.2934885025024414
11.978493452072144,0.29458263516426086
12.035527467727661,0.2921585440635681
12.097952127456665,0.2909684479236603
12.160624504089355,0.29093310236930847
12.22216010093689,0.290267676115036
12.290096759796143,0.2872248888015747
12.346398115158081,0.2846485674381256
12.409495830535889,0.28324979543685913
12.471583366394043,0.2810574173927307
12.534374237060547,0.277715265750885
12.5975821018219,0.27671173214912415
12.663279294967651,0.27684450149536133
12.72117829322815,0.27406471967697144
12.783676862716675,0.2726652920246124
12.845543384552002,0.27166441082954407
12.908298969268799,0.2701970934867859
12.976779222488403,0.2679292857646942
13.033642530441284,0.2667151689529419
13.095057249069214,0.2653130292892456
13.140836000442505,0.2615794837474823
13.203336000442505,0.25940558314323425
13.266304731369019,0.25827333331108093
13.32835340499878,0.251743346452713
13.397484302520752,0.25071731209754944
13.45455265045166,0.24866047501564026
13.51766586303711,0.24175390601158142
13.579158306121826,0.2371625453233719
13.641235589981079,0.23517321050167084
13.704566240310669,0.23294584453105927
13.770726203918457,0.22607536613941193
13.831274032592773,0.22333507239818573
13.893308639526367,0.22112411260604858
13.956677198410034,0.2141330987215042
14.035578489303589,0.2122102677822113
14.096686601638794,0.21031810343265533
14.158746004104614,0.20969532430171967
14.22020149230957,0.20223836600780487
14.282195329666138,0.2035343199968338
14.35975456237793,0.20452095568180084
14.421934843063354,0.2054375857114792
14.484822273254395,0.2048807144165039
14.546773195266724,0.20568430423736572
14.615250825881958,0.20593905448913574
14.65656852722168,0.20779258012771606
14.73397970199585,0.2090129256248474
14.79642915725708,0.20848670601844788
14.859853029251099,0.20849448442459106
14.928074359893799,0.20878712832927704
14.985117435455322,0.20977483689785004
15.0479257106781,0.21001394093036652
15.09537959098816,0.2095201164484024
15.157515525817871,0.2092197984457016
15.219462394714355,0.20748081803321838
15.281506776809692,0.20346398651599884
15.35016679763794,0.20303326845169067
15.422712326049805,0.20183683931827545
15.48577880859375,0.2007400244474411
15.548580169677734,0.20156410336494446
15.594961166381836,0.20264561474323273
15.672807216644287,0.2031160593032837
15.734559535980225,0.20255711674690247
15.798030376434326,0.19786526262760162
15.832924842834473,0.1970815360546112
15.890917301177979,0.19475646317005157
15.953755140304565,0.19372007250785828
16.03251624107361,0.19313126802444458
16.09975004196167,0.19260792434215546
16.156186819076538,0.19464248418807983
16.21834683418274,0.19537866115570068
16.281441926956177,0.1951085925102234
16.364898920059204,0.19478601217269897
16.406574487686157,0.19404040277004242
16.472769498825073,0.19438396394252777
16.531389713287354,0.1934136152267456
16.59468984603882,0.1940508335828781
16.64059352874756,0.19684378802776337
16.719561338424683,0.1979527473449707
16.787811279296875,0.20159418880939484
16.843040466308594,0.20150059461593628
16.89577054977417,0.20214882493019104
16.95137858390808,0.20244050025939941
17.01491641998291,0.20678715407848358
17.077932596206665,0.20830756425857544
17.140631675720215,0.21184903383255005
17.202704429626465,0.21756726503372192
17.280470371246338,0.2199292629957199
17.34200119972229,0.22143585979938507
17.404115676879883,0.22932814061641693
17.46713089942932,0.2330617606639862
17.54077672958374,0.23524397611618042
17.59247636795044,0.2391115128993988
17.654688358306885,0.24451689422130585
17.71626377105713,0.2475740611553192
17.778345346450806,0.2513218820095062
17.840588092803955,0.2592237889766693
17.91258978843689,0.26183271408081055
17.965104341506958,0.2666580379009247
18.027036428451538,0.2689802050590515
18.088855743408203,0.27606698870658875
18.151659965515137,0.2791926860809326
18.202551126480103,0.2813109755516052
18.28350281715393,0.2906024754047394
18.3383891582489,0.2950376272201538
18.39963674545288,0.2979121804237366
18.476901292800903,0.30479368567466736
18.523552656173706,0.3105005919933319
18.607956886291504,0.31383785605430603
18.646385669708252,0.3161282539367676
18.714632034301758,0.32408615946769714
18.770554542541504,0.3261996805667877
18.8320894241333,0.32654017210006714
18.894366979599,0.3291636109352112
18.941335678100586,0.3376001715660095
19.003602981567383,0.3373566269874573
19.0667884349823,0.33609625697135925
19.134554386138916,0.34027010202407837
19.19263505935669,0.343001127243042
19.256134510040283,0.34363216161727905
19.303802251815796,0.3445402681827545
19.401538372039795,0.3463367521762848
19.46040391921997,0.35004010796546936
19.5192928314209,0.35171961784362793
19.580880165100098,0.09292546659708023
19.643132209777832,0.10947684198617935
19.705305099487305,0.12605421245098114
19.77338147163391,0.14109666645526886
19.818650245666504,0.1488877385854721
19.87962317466736,0.19221577048301697
19.93848943710327,0.20540902018547058
20.00093102455139,0.20914289355278015
20.06348443031311,0.21469776332378387
20.12618637084961,0.2277192622423172
20.187650203704834,0.23018966615200043
20.257275581359863,0.240811288356781
20.31166100502014,0.24709245562553406
20.375308990478516,0.2543177008628845
20.43838357925415,0.26204630732536316
20.50064706802368,0.2708248198032379
20.577394485473633,0.27858036756515503
20.65594720840454,0.2854386866092682
20.71760630607605,0.2916533648967743
