Time (s),Shaft Speed (degrees/s)
0.006589651107788086,0.0
0.05918574333190918,0.0
0.11115431785583496,1.0
0.1662147045135498,1.0
0.21932601928710938,0.0
0.27123475074768066,0.0
0.32463860511779785,0.0
0.3770873546600342,1.0
0.430164098739624,0.0
0.48387765884399414,0.0
0.5364663600921631,-2.0
0.5892400741577148,-2.0
0.6419634819030762,-1.0
0.6950957775115967,0.0
0.7480905055999756,0.0
0.8016128540039062,0.0
0.854384183883667,0.0
0.9071211814880371,1.0
0.9606184959411621,5.0
1.0138781070709229,4.0
1.0667850971221924,3.0
1.1183724403381348,0.0
1.1704447269439697,4.0
1.223280429840088,2.0
1.276564121246338,3.0
1.3293449878692627,2.0
1.380821704864502,3.0
1.4326369762420654,13.0
1.485072135925293,9.0
1.5379574298858643,8.0
1.5913410186767578,8.0
1.644071340560913,20.0
1.697373390197754,15.0
1.7504997253417969,6.0
1.803375005722046,8.0
1.8570599555969238,28.0
1.909757137298584,23.0
1.964477777481079,20.0
2.0163283348083496,11.0
2.069749116897583,8.0
2.121303081512451,7.0
2.174802541732788,2.0
2.2265889644622803,0.0
2.2816286087036133,-1.0
2.335146903991699,0.0
2.3891005516052246,0.0
2.4418606758117676,1.0
2.4965507984161377,5.0
2.5497190952301025,6.0
2.6030197143554688,5.0
2.6560277938842773,1.0
2.7085447311401367,5.0
2.760899543762207,5.0
2.8143069744110107,6.0
2.86734938621521,2.0
2.9200661182403564,1.0
2.973402261734009,2.0
3.0262601375579834,0.0
3.0799050331115723,2.0
3.133991241455078,0.0
3.1866867542266846,0.0
3.2395498752593994,0.0
3.2920339107513428,0.0
3.3466007709503174,0.0
3.4005448818206787,0.0
3.45307993888855,0.0
3.506002426147461,1.0
3.558518409729004,1.0
3.6110286712646484,2.0
3.6642909049987793,1.0
3.7175076007843018,2.0
3.770704984664917,6.0
3.824819564819336,6.0
3.8766958713531494,5.0
3.93053936958313,6.0
3.9840989112854004,14.0
4.036957740783691,13.0
4.090356111526489,11.0
4.143296003341675,7.0
4.198117971420288,7.0
4.252106666564941,5.0
4.3050572872161865,4.0
4.358291149139404,3.0
4.41105318069458,3.0
4.465041399002075,8.0
4.518749237060547,9.0
4.5715553760528564,8.0
4.624983072280884,11.0
4.677764892578125,7.0
4.730903625488281,5.0
4.783989667892456,6.0
4.836748838424683,9.0
4.890239953994751,7.0
4.941992282867432,6.0
4.994507789611816,4.0
5.047454118728638,10.0
5.1007373332977295,8.0
5.153076887130737,6.0
5.205994129180908,6.0
5.258557081222534,9.0
5.311010837554932,9.0
5.364089250564575,6.0
5.417318105697632,4.0
5.468621730804443,10.0
5.5204949378967285,10.0
5.57369589805603,7.0
5.626430988311768,4.0
5.680116653442383,3.0
5.733245849609375,7.0
5.786609888076782,6.0
5.83931827545166,4.0
5.892179250717163,4.0
5.94415545463562,3.0
5.9976184368133545,1.0
6.050577878952026,3.0
6.103561878204346,4.0
6.156348943710327,4.0
6.209146738052368,2.0
6.262195348739624,1.0
6.3148956298828125,1.0
6.367477893829346,0.0
6.419936895370483,1.0
6.472689151763916,1.0
6.52511739730835,2.0
6.578988552093506,-3.0
6.633192777633667,-7.0
6.686836004257202,-4.0
6.739537239074707,-1.0
6.7922468185424805,-4.0
6.846786975860596,-4.0
6.898925065994263,-3.0
6.9506285190582275,-2.0
7.002629280090332,-9.0
7.05411958694458,-9.0
7.106074810028076,-5.0
7.158557891845703,-5.0
7.210193634033203,-5.0
7.265064477920532,-7.0
7.319356203079224,-6.0
7.372636556625366,-4.0
7.424316644668579,-5.0
7.476113796234131,-4.0
7.5292463302612305,-4.0
7.579235076904297,-1.0
7.630615949630737,-6.0
7.682400703430176,-6.0
7.734374761581421,-4.0
7.787219285964966,-4.0
7.840590000152588,-6.0
7.893378257751465,-6.0
7.946957588195801,-5.0
8.001030683517456,-3.0
8.053848505020142,-5.0
8.10723614692688,-5.0
8.158991575241089,-6.0
8.213773488998413,-6.0
8.267717599868774,-9.0
8.320295572280884,-37.0
8.37194538116455,-36.0
8.425318479537964,-31.0
8.478088855743408,-30.0
8.53123688697815,-23.0
8.584400177001953,-10.0
8.637616157531738,-6.0
8.690785646438599,-23.0
8.742546796798706,-17.0
8.797112464904785,-12.0
8.850523948669434,-23.0
8.903614282608032,-18.0
8.95544695854187,-19.0
9.008757591247559,-9.0
9.060364246368408,-6.0
9.112547874450684,-11.0
9.166388034820557,-5.0
9.219377517700195,-2.0
9.272095680236816,-3.0
9.325493574142456,-2.0
9.37709903717041,-5.0
9.429593563079834,0.0
9.483573913574219,1.0
9.537172555923462,0.0
9.58992862701416,4.0
9.642675638198853,1.0
9.694736003875732,0.0
9.747931957244873,-1.0
9.801328182220459,1.0
9.854220628738403,0.0
9.907532691955566,-2.0
9.961381673812866,10.0
10.014389753341675,9.0
10.06615161895752,4.0
10.119252681732178,3.0
10.171884536743164,4.0
10.224944591522217,13.0
10.277352094650269,9.0
10.332140922546387,8.0
10.385850191116333,11.0
10.43859076499939,4.0
10.490165948867798,2.0
10.542872190475464,-2.0
10.596166849136353,-1.0
10.649154663085938,-3.0
10.702602863311768,-5.0
10.755402565002441,-3.0
10.808159351348877,-4.0
10.86159610748291,-7.0
10.914836645126343,-5.0
10.968218326568604,-5.0
11.021239757537842,-3.0
11.074341535568237,-7.0
11.126968383789062,-6.0
11.179816246032715,-3.0
11.234569311141968,-1.0
11.286486864089966,-2.0
11.340128898620605,-3.0
11.392833709716797,-3.0
11.445127725601196,-3.0
11.49802565574646,-2.0
11.551456212997437,0.0
11.604233026504517,0.0
11.656916379928589,2.0
11.709488153457642,2.0
11.763042688369751,1.0
11.815932035446167,1.0
11.869476318359375,2.0
11.92230749130249,3.0
11.974372148513794,2.0
12.025939226150513,2.0
12.077970027923584,0.0
12.132402896881104,2.0
12.184772729873657,3.0
12.237322092056274,2.0
12.288952112197876,1.0
12.341195821762085,4.0
12.39410138130188,4.0
12.4463050365448,6.0
12.500211477279663,5.0
12.552862167358398,6.0
12.60476040840149,8.0
12.658054828643799,5.0
12.710783004760742,5.0
12.764215230941772,2.0
12.817826271057129,5.0
12.870771884918213,4.0
12.922557353973389,3.0
12.974547624588013,3.0
13.027647018432617,4.0
13.082522630691528,5.0
13.130976438522339,4.0
13.184180498123169,4.0
13.237492561340332,8.0
13.2893648147583,7.0
13.342103481292725,5.0
13.393421649932861,11.0
13.445146799087524,10.0
13.499454259872437,6.0
13.553460359573364,5.0
13.607004880905151,11.0
13.659587144851685,13.0
13.712222814559937,9.0
13.76531434059143,6.0
13.818511486053467,7.0
13.871484756469727,13.0
13.924789667129517,10.0
13.97663164138794,7.0
14.030080080032349,12.0
14.083381414413452,12.0
14.136338710784912,7.0
14.189133882522583,5.0
14.24169659614563,3.0
14.293311357498169,10.0
14.349312543869019,4.0
14.403461456298828,4.0
14.456843614578247,0.0
14.508580923080444,-1.0
14.561957120895386,-1.0
14.615372657775879,-2.0
14.668536186218262,-1.0
14.721232175827026,-3.0
14.773468971252441,-3.0
14.824726581573486,-2.0
14.875852346420288,0.0
14.927084684371948,0.0
14.979006290435791,0.0
15.032725095748901,0.0
15.08560824394226,-1.0
15.138459205627441,-1.0
15.190444946289062,0.0
15.243031740188599,0.0
15.29781985282898,2.0
15.351016998291016,6.0
15.403057098388672,4.0
15.454535484313965,4.0
15.506773471832275,3.0
15.558501720428467,3.0
15.611294269561768,0.0
15.666158199310303,0.0
15.72028398513794,-1.0
15.773722171783447,-1.0
15.826482057571411,0.0
15.881253242492676,5.0
15.935508728027344,5.0
15.988533020019531,7.0
16.041590929031372,5.0
16.094386100769043,2.0
16.149346590042114,3.0
16.203880548477173,1.0
16.257230520248413,-2.0
16.309856176376343,-3.0
16.363622426986694,-1.0
16.415305852890015,0.0
16.46856999397278,0.0
16.52039384841919,0.0
16.57380437850952,0.0
16.626470804214478,1.0
16.679068088531494,0.0
16.732261180877686,-3.0
16.78561544418335,-3.0
16.838809967041016,-6.0
16.89061951637268,-5.0
16.94344711303711,-3.0
16.99975085258484,-2.0
17.053913116455078,-1.0
17.107210159301758,-6.0
17.160085201263428,-5.0
17.214763164520264,-7.0
17.270400762557983,-11.0
17.32316827774048,-10.0
17.37647795677185,-8.0
17.42918848991394,-5.0
17.482372999191284,-12.0
17.535640954971313,-12.0
17.58833146095276,-11.0
17.64057970046997,-7.0
17.692267179489136,-9.0
17.74396562576294,-12.0
17.79729413986206,-10.0
17.853914260864258,-9.0
17.90745997428894,-15.0
17.960157871246338,-14.0
18.01262855529785,-9.0
18.065834999084473,-11.0
18.11900544166565,-9.0
18.171931743621826,-14.0
18.225329399108887,-11.0
18.277071475982666,-10.0
18.333003044128418,-11.0
18.38722562789917,-16.0
18.440751314163208,-17.0
18.493475198745728,-13.0
18.54823589324951,-14.0
18.60272479057312,-19.0
18.655553102493286,-17.0
18.710368633270264,-10.0
18.76215648651123,-11.0
18.814781665802002,-17.0
18.86752963066101,-13.0
18.920263051986694,-7.0
18.973212242126465,-7.0
19.02662181854248,-17.0
19.078458786010742,-10.0
19.133534908294678,-3.0
19.187525033950806,-6.0
19.240952968597412,-8.0
19.29387903213501,-9.0
19.348463535308838,-4.0
19.402453184127808,-4.0
19.455341339111328,-3.0
19.507945775985718,-4.0
19.560102939605713,-8.0
19.612797021865845,-7.0
19.666203022003174,21.0
19.719245672225952,52.0
19.77221441268921,83.0
19.825461864471436,115.0
19.87714982032776,146.0
19.930765867233276,149.0
19.984506130218506,120.0
20.037336587905884,88.0
20.091230869293213,58.0
20.143582582473755,25.0
20.1984601020813,-6.0
20.252068281173706,-39.0
20.305224657058716,-69.0
20.35782289505005,-100.0
20.410033702850342,-114.0
20.461585521697998,-24.0
20.513941287994385,0.0
20.56689763069153,0.0
20.619286060333252,0.0
