Time (s),Tip X Position (m)
0.008926153182983398,0.6459598392710113
0.0613398551940918,0.6457656936778915
0.11440300941467285,0.6456266504908544
0.1682877540588379,0.6451005267193107
0.22142863273620605,0.6449438045725302
0.27333903312683105,0.6447959175343739
0.3266572952270508,0.6447480770054612
0.3796508312225342,0.6446045309329161
0.43244409561157227,0.644517480008773
0.48581576347351074,0.644661147998249
0.5385468006134033,0.6451781662513211
0.5911917686462402,0.6458026454745015
0.6440846920013428,0.6462905990619835
0.6973121166229248,0.6465555780045997
0.7503619194030762,0.6467117589525567
0.8036870956420898,0.6467117589525567
0.85654616355896,0.6466076593947628
0.9091653823852539,0.6461544140869897
0.9630451202392578,0.6450005001702046
1.0159633159637451,0.6438028268207598
1.06884765625,0.6428077295287394
1.120612382888794,0.6426498454036941
1.1725237369537354,0.6418145657275697
1.225367546081543,0.6410912505667847
1.2786273956298828,0.6401221239223084
1.3313875198364258,0.6395247947967343
1.3829679489135742,0.6387018585861721
1.4347057342529297,0.6357036215389937
1.4871575832366943,0.6332195073617328
1.540046215057373,0.6310244210911815
1.5934321880340576,0.6285158485569252
1.6464838981628418,0.6242113939481708
1.6994946002960205,0.6191710152585422
1.7525858879089355,0.6165941174654664
1.805457353591919,0.6143379742094698
1.8591346740722656,0.6086925760292442
1.9119222164154053,0.6019795544128821
1.9665632247924805,0.5959960717175831
2.018428325653076,0.5918636279647889
2.0716943740844727,0.5890881809014946
2.1233737468719482,0.5868393576840251
2.1768147945404053,0.5857659450692854
2.2287189960479736,0.5856500291408951
2.283693313598633,0.5859868388964159
2.337383270263672,0.5861875656411485
2.391160488128662,0.5861509809132751
2.4439306259155273,0.5856774579304271
2.4988434314727783,0.5844241000176731
2.5517897605895996,0.5824531539522819
2.605123996734619,0.580417065125181
2.6579411029815674,0.5797219626607228
2.7105860710144043,0.5782793228556689
2.7632346153259277,0.5764991689010156
2.816437244415283,0.57463730497055
2.8694636821746826,0.5734988054887306
2.9222497940063477,0.5728216504153688
2.9755234718322754,0.5719694119473816
3.028320789337158,0.571587962081531
3.082542896270752,0.5706333186771749
3.1360528469085693,0.5703682042146706
3.1888232231140137,0.5702060832731191
3.2415151596069336,0.5701520108787372
3.294182777404785,0.5702601464984453
3.3493590354919434,0.5703141593254007
3.4026427268981934,0.5703141593254007
3.4553229808807373,0.5702060832731191
3.507974624633789,0.5696507183771579
3.5605945587158203,0.5691887165169676
3.6132912635803223,0.5684113722248156
3.6663992404937744,0.5677015380960155
3.719496011734009,0.5671990338436471
3.7734835147857666,0.5654702356810721
3.826907157897949,0.5634373594072162
3.8788034915924072,0.5617448161922381
3.9326224327087402,0.5593184476059405
3.9861557483673096,0.5551674591990402
4.038992404937744,0.551055060968839
4.092501401901245,0.5469516050137359
4.145366430282593,0.5443236410358797
4.200106382369995,0.5418098325247593
4.254100561141968,0.5399582813693172
4.307304859161377,0.5384896035567835
4.360361814498901,0.5373379459386156
4.413308620452881,0.5360661996761239
4.4671289920806885,0.5334192950242601
4.520705699920654,0.5304995245423031
4.573606491088867,0.5279814265455376
4.627134561538696,0.5243368099424897
4.6800758838653564,0.5218172858250499
4.732969045639038,0.5200676151522344
4.786074161529541,0.5180753769141172
4.83884072303772,0.5150201698511672
4.892249345779419,0.5122929080997232
4.944037437438965,0.5103922807345019
4.996877193450928,0.5089206081231282
5.050115346908569,0.5059119916836023
5.102710723876953,0.503033311903946
5.155210256576538,0.5006047967912253
5.208083152770996,0.49841699153148505
5.260596752166748,0.4953866940806331
5.313374042510986,0.49202102819222215
5.366164684295654,0.4896212887195221
5.419365644454956,0.4881735484822002
5.470713376998901,0.4852425037575682
5.522437572479248,0.48178436059625424
5.575798749923706,0.47932618148109213
5.628544092178345,0.4775836967896532
5.682319164276123,0.47654646937271194
5.735343933105469,0.4745534810782413
5.788817882537842,0.47248185153729877
5.8413941860198975,0.47088498275852003
5.894120216369629,0.4690585989560137
5.947009086608887,0.46788214871292766
5.999693393707275,0.46713882749622504
6.05282187461853,0.4663388714408798
6.1055121421813965,0.4649922404012302
6.158429145812988,0.4637608337490305
6.2112390995025635,0.4628317070255794
6.26426362991333,0.4623947803434983
6.316935062408447,0.4620186665524078
6.369555473327637,0.4618305762040504
6.422013521194458,0.4611903446106155
6.474773645401001,0.46060599934453367
6.527190685272217,0.45988910245856063
6.581202268600464,0.46030683797178107
6.635276794433594,0.46245577495750945
6.688765048980713,0.46425786539077857
6.741575002670288,0.4648046789156955
6.794361352920532,0.46609065900248536
6.84930682182312,0.46757878162734
6.901007413864136,0.4688256900985542
6.952930927276611,0.469774726483649
7.004700183868408,0.4724813784793684
7.056192398071289,0.47537210044808254
7.108028411865234,0.4773020851592217
7.160645008087158,0.47903559978474197
7.212263822555542,0.4810093265582355
7.267029762268066,0.4834150840383294
7.321298837661743,0.485629757643346
7.374697923660278,0.4872753308838074
7.426377058029175,0.4888673389028238
7.478193759918213,0.49022517746702066
7.53151798248291,0.4916752635786795
7.5812828540802,0.4923868686979556
7.632660150527954,0.4943760816828965
7.684472322463989,0.49645529287028745
7.736478567123413,0.49809239406099615
7.78928804397583,0.4996638540101321
7.842736005783081,0.5016726406855325
7.895659685134888,0.503610032006817
7.949694871902466,0.5054063006386669
8.003159761428833,0.5068004876947593
8.055997610092163,0.5082896705034476
8.109351634979248,0.5099994586719067
8.161096811294556,0.5118429156754316
8.216487169265747,0.5141360923645544
8.269766569137573,0.5172007830452332
8.322357654571533,0.5239789408521274
8.374035120010376,0.5357970529414139
8.427462339401245,0.546644564259768
8.480464220046997,0.5573039357908001
8.533475160598755,0.5661555821944653
8.586644649505615,0.5712838502245564
8.63961672782898,0.5738060286971916
8.692822217941284,0.5792778117823586
8.74468731880188,0.5847721180499897
8.799677610397339,0.5886837088753027
8.852598190307617,0.594718750986101
8.905672311782837,0.5999992325353173
8.95756220817566,0.6055218119221608
9.010825395584106,0.6089031395667744
9.062477350234985,0.6108257419479403
9.114680528640747,0.6137204428031766
9.168485641479492,0.615491728830676
9.221271753311157,0.6164623543047753
9.274223327636719,0.6174358240534503
9.327531576156616,0.6181240022785108
9.379138708114624,0.6196253468659724
9.432924747467041,0.620051789198415
9.485649108886719,0.6200015512756305
9.539280891418457,0.6196567449803774
9.592033863067627,0.618517077694191
9.644719123840332,0.6181195379908888
9.69725513458252,0.6180781135034686
9.750152826309204,0.6184301825687838
9.803385972976685,0.6181787755722457
9.85632848739624,0.6180322132453461
9.91063904762268,0.6184849451096581
9.963932275772095,0.6170129730393357
10.016501426696777,0.6144765317500662
10.068278312683105,0.612927643492594
10.121338367462158,0.611864870818556
10.173979043960571,0.6106359409489958
10.226694822311401,0.6075383180728634
10.279448747634888,0.6045517676120646
10.334398984909058,0.6019943181671782
10.387957334518433,0.5987090795109302
10.440614223480225,0.5970533127565271
10.49225902557373,0.5965379873642785
10.544978857040405,0.5966894102621558
10.59838080406189,0.5970061020168334
10.651188373565674,0.597821664357486
10.704811573028564,0.5994302847574061
10.75749397277832,0.6006160953425386
10.810151815414429,0.6018300673645973
10.864081859588623,0.6039253709532602
10.917041063308716,0.6052458569415937
10.9703369140625,0.6066585571851331
11.023149728775024,0.6079429173673094
11.076395273208618,0.6097963241145942
11.129063606262207,0.6116805902877488
11.183131456375122,0.6126146395094524
11.236644983291626,0.6132154065991315
11.288582563400269,0.6139049890361427
11.342129468917847,0.6149179891803871
11.394911289215088,0.6157894449035167
11.44745397567749,0.6167699904525872
11.500271320343018,0.6175749248952902
11.553324222564697,0.6179324341707976
11.60635495185852,0.6178821668309294
11.659034013748169,0.6173151760716791
11.711912393569946,0.6166540533589373
11.765257835388184,0.6161775856232087
11.818012237548828,0.6157751708610365
11.871596097946167,0.6153449911823697
11.924388647079468,0.6143942079349067
11.976438999176025,0.6136233375113953
12.027885675430298,0.6128672198319433
12.080799579620361,0.612715693203508
12.134338617324829,0.6121689475925334
12.18684983253479,0.6112739619986576
12.239441871643066,0.6104510886202338
12.291030406951904,0.6099077395801018
12.343276023864746,0.6085921752657432
12.39619255065918,0.6072549397876734
12.448331832885742,0.6055429314757788
12.5023353099823,0.60414500933584
12.554955005645752,0.6020871523408472
12.606675624847412,0.5998071592152923
12.660120964050293,0.597971991388913
12.712877750396729,0.5964765680160579
12.766801595687866,0.5955903126628922
12.820005893707275,0.5942101247334654
12.872839212417603,0.5929196827714244
12.92449951171875,0.5917101198709089
12.977016687393188,0.5905788641562967
13.02975606918335,0.5892911565643089
13.084620237350464,0.587744760379846
13.133293628692627,0.586617096437218
13.186290979385376,0.5853689820772507
13.239566802978516,0.5830987983487674
13.291483402252197,0.5805826352390174
13.344181060791016,0.5787059087306642
13.39545464515686,0.5757876316022505
13.447540760040283,0.5725351159196604
13.501344203948975,0.569970389403047
13.555577039718628,0.5680663100495402
13.60892367362976,0.5648517138677822
13.661677360534668,0.5606203638055323
13.71445369720459,0.5571517567217955
13.767479181289673,0.5547365362040174
13.820655584335327,0.5523700589729019
13.873562812805176,0.5482523196863731
13.926876544952393,0.5447906207908862
13.97876262664795,0.542217149984379
14.032296419143677,0.5385045542649314
14.085489749908447,0.5342317742947046
14.138398885726929,0.5316873108394747
14.191120386123657,0.52989603669285
14.243753910064697,0.528747405191345
14.29538083076477,0.5258968189070353
14.351433992385864,0.5240500678401888
14.405534267425537,0.5224130887397277
14.458915710449219,0.5220144857009923
14.51064944267273,0.5223687918456753
14.564671277999878,0.5227576753464931
14.617461204528809,0.5235573172117203
14.670618057250977,0.5240356144753584
14.72331166267395,0.5250241985310357
14.775461196899414,0.5259639774500046
14.82677412033081,0.5269571001127532
14.87788987159729,0.527386166873651
14.929008483886719,0.5275149267332704
14.980856895446777,0.5275720265780239
15.034635066986084,0.5278101428058077
15.087828397750854,0.5282242657752209
15.140565156936646,0.5285714694590026
15.192355394363403,0.5286854980458119
15.245160102844238,0.5286854980458119
15.300464391708374,0.5279435890807379
15.353100538253784,0.5258122479201024
15.405091285705566,0.5242843235953001
15.456604480743408,0.5230309888504826
15.508832693099976,0.5217371477419627
15.560604333877563,0.5208306023099861
15.613379001617432,0.5205380001483039
15.668105602264404,0.5205955619074019
15.722388505935669,0.520940666232584
15.775830268859863,0.5212904547083946
15.828572750091553,0.5214153344550119
15.883979320526123,0.5202501079003065
15.937590599060059,0.5185006618332562
15.990450382232666,0.5162511182729699
16.043801307678223,0.5141847117729261
16.096510410308838,0.5130719334713432
16.151612520217896,0.5119543153249234
16.205989599227905,0.5113049722807992
16.259296655654907,0.5115327876026647
16.311901092529297,0.5124669930727973
16.365748405456543,0.5132458610873022
16.417556762695312,0.5134397406395627
16.4706552028656,0.5135026963190787
16.52250027656555,0.5134447204465036
16.575899839401245,0.5133867361648484
16.62856960296631,0.5129128258088284
16.68156909942627,0.512844959124229
16.734378814697266,0.513580443919467
16.78805947303772,0.5150063094367696
16.840890407562256,0.5169643145115381
16.892656326293945,0.5188854628098309
16.945679903030396,0.5200148730345392
17.001813173294067,0.520835508682079
17.055991411209106,0.5214497241951954
17.10928726196289,0.5232413032204817
17.162298440933228,0.5249816700043655
17.217565774917603,0.5274815756627751
17.272497177124023,0.5310753607805417
17.32524561882019,0.534319446030582
17.37861204147339,0.5371735685210868
17.431596755981445,0.539244611456751
17.484473943710327,0.5428414827456466
17.537720680236816,0.5468657682797744
17.59039831161499,0.5508607830092394
17.642719268798828,0.5534415481855812
17.694377899169922,0.5562647004968848
17.74607491493225,0.5600804361264375
17.800846099853516,0.5635942890535741
17.855994701385498,0.566849187864234
17.90944814682007,0.5717114808574486
17.96226668357849,0.5763382051867177
18.015010833740234,0.5796964429145007
18.068026304244995,0.5833804811465756
18.1211097240448,0.5861953304382266
18.174001932144165,0.590164771187544
18.2273166179657,0.5939496540393399
18.279191970825195,0.5967886730272087
18.33515167236328,0.5999901613224045
18.389328479766846,0.6046821218800509
18.442829132080078,0.6096731704112861
18.49556565284729,0.6136166795383768
18.550803899765015,0.6178263638287288
18.60478138923645,0.6231451032914204
18.65760850906372,0.6281014963055234
18.712458610534668,0.6315791760423106
18.764548301696777,0.6344125206292747
18.816904544830322,0.6386566957132257
18.869602918624878,0.6422867686291945
18.922356367111206,0.6443114487111933
18.975316286087036,0.6463118160498168
19.028715133666992,0.6501642861778286
19.080674409866333,0.6530865368014013
19.135465145111084,0.6542891393152083
19.189636707305908,0.6561497312008313
19.242986917495728,0.6582189430506903
19.295944213867188,0.6603655782779531
19.351238489151,0.6615697502231608
19.404683589935303,0.662850381965674
19.457266330718994,0.6636676988649614
19.509957790374756,0.664791837165202
19.562188386917114,0.6668884942862198
19.615278959274292,0.6685717254914779
19.668325185775757,0.6676549512848184
19.721335887908936,0.6580614361159689
19.774308681488037,0.638871722124283
19.827528953552246,0.6081851340581621
19.879258155822754,0.5682187522722503
19.93270444869995,0.5185697879018275
19.98661208152771,0.47322335057095444
20.0396568775177,0.43910225155169086
20.093263626098633,0.41585946943341334
20.14568567276001,0.404196447992777
20.201035976409912,0.4035938184200033
20.25416922569275,0.4138843317484912
20.307310342788696,0.4339751564460942
20.3599534034729,0.4625478534958824
20.412109851837158,0.49943766056998257
20.46363615989685,0.524212013943055
20.516029357910156,0.5251802486469188
20.568952798843384,0.52518171233444
20.621221780776978,0.52518171233444
