Time (s),Tip X Target (m)
0.009056806564331055,0.6459688726128527
0.0614476203918457,0.6463787862509417
0.11462926864624023,0.6474168959947042
0.16852927207946777,0.6491058998651512
0.22163629531860352,0.6513931663363887
0.27356767654418945,0.654222122583398
0.3268909454345703,0.6577293706394564
0.3798549175262451,0.6618085761005912
0.43265461921691895,0.6664556245939456
0.4860215187072754,0.6717300575449209
0.5387494564056396,0.6774982403569594
0.591484546661377,0.6838064606057497
0.6442916393280029,0.6906490102687625
0.6975417137145996,0.698063381855615
0.750598669052124,0.7059465563510396
0.8039219379425049,0.7143477994101347
0.8567497730255127,0.7231235106911054
0.9093711376190186,0.7322907822618975
0.9632494449615479,0.7420935939300335
1.0161654949188232,0.7521077953918346
1.0689477920532227,0.7624553572070949
1.1207020282745361,0.7729203065924543
1.1727573871612549,0.7837380351427494
1.2256076335906982,0.7949999679213753
1.2787718772888184,0.8065834151380001
1.3314614295959473,0.8182851197441572
1.3830649852752686,0.829928532946657
1.4349095821380615,0.8417815489043181
1.4873607158660889,0.8539074657232616
1.540278434753418,0.8662453890793194
1.593637228012085,0.8787611101371645
1.64668869972229,0.891247808723545
1.6997027397155762,0.9037372449980454
1.752793788909912,0.9162255790475013
1.8056707382202148,0.9286130589237107
1.859342336654663,0.9411036295272664
1.9121286869049072,0.953275761852866
1.9667656421661377,0.9657250471894654
2.0187337398529053,0.9773947250206728
2.071899652481079,0.9891313615100091
2.123612642288208,1.0003228201511427
2.177025556564331,1.0116223176644765
2.2297065258026123,1.0223193807606672
2.2838997840881348,1.0333226647475242
2.337627649307251,1.0437191342487915
2.3913683891296387,1.0537395211993714
2.4441728591918945,1.063190170670338
2.4990508556365967,1.0725745914202256
2.5519983768463135,1.0811805551371747
2.6053285598754883,1.0893827012298023
2.658148765563965,1.0970246698325916
2.7107954025268555,1.1041460514821235
2.7634670734405518,1.1107578495658217
2.8166449069976807,1.1168964291756582
2.8696701526641846,1.1224647761950095
2.9224956035614014,1.1274497371596022
2.9757585525512695,1.1318952009072463
3.0285561084747314,1.1357152660921441
3.0827529430389404,1.1390191234779132
3.136260747909546,1.1416589892519224
3.1890413761138916,1.1436509036733702
3.2417218685150146,1.1450281047761632
3.294450521469116,1.1457914834870895
3.349625825881958,1.1459304519797673
3.402848958969116,1.1454238109083112
3.455568552017212,1.1443033114546401
3.508183717727661,1.1425738237209333
3.560802698135376,1.140237838386454
3.6135189533233643,1.1372952740754072
3.666637897491455,1.1337277118999278
3.719709873199463,1.129568370964585
3.773690700531006,1.12473832279795
3.827112913131714,1.1193753246059124
3.8790061473846436,1.1136236071955108
3.93282413482666,1.107108820308378
3.986363649368286,1.1000889290762657
4.03920316696167,1.0926510847344735
4.092710018157959,1.0846226199640872
4.145620822906494,1.076211636823061
4.20031213760376,1.067046846227425
4.254305362701416,1.0575531266858595
4.307561874389648,1.0477793030698537
4.360603094100952,1.0376644257462047
4.413542032241821,1.027216237681718
4.4673357009887695,1.0162644778070242
4.5209126472473145,1.0050499849495926
4.573813199996948,0.9937041627686433
4.62734580039978,0.9819752971156923
4.6802818775177,0.9701618028930656
4.7331764698028564,0.9581733325722989
4.786316394805908,0.9459736489758244
4.839046478271484,0.9337434488663799
4.892480134963989,0.9212558078753166
4.944241046905518,0.9090970161830809
4.997082233428955,0.8966526576611951
5.050312280654907,0.8841148356685399
5.1029133796691895,0.8717545360606804
5.155515193939209,0.859458993586301
5.208286285400391,0.8472033103613347
5.260799407958984,0.8351321689858029
5.31357741355896,0.8231509380426318
5.366365432739258,0.8113471120069382
5.419483661651611,0.7996781262506776
5.470883131027222,0.7886197211304331
5.522669076919556,0.7777340703960546
5.576042413711548,0.7668077197379047
5.62882924079895,0.7563264329630023
5.682551383972168,0.7460064296635844
5.735594034194946,0.7361977535228589
5.789019584655762,0.7267218189300098
5.841701507568359,0.7178028053163048
5.894245624542236,0.7093334039107508
5.947216987609863,0.7012661416197865
5.9998939037323,0.6937232245228897
6.05302095413208,0.6866209102888413
6.105717897415161,0.6800942623719868
6.158720970153809,0.6740687110223749
6.211479187011719,0.6686170835406631
6.264491319656372,0.6637068855177722
6.317137718200684,0.6594042435838656
6.369760274887085,0.655685551986229
6.422222375869751,0.6525662854994466
6.474980354309082,0.6500294524722872
6.527393341064453,0.6481111472075229
6.581434726715088,0.6467669818697941
6.635512828826904,0.6460677526749387
6.688973426818848,0.6460149777502766
6.74186372756958,0.6465870021841853
6.7945990562438965,0.6477742343457471
6.849534273147583,0.6496627593956139
6.901212930679321,0.6520420305560767
6.953019618988037,0.6550087971939732
7.0047829151153564,0.6585458427533772
7.0563952922821045,0.6626338155812176
7.108235120773315,0.6672964906871148
7.160887718200684,0.6725908996170208
7.212490797042847,0.6783134176148629
7.2672343254089355,0.6849466937841184
7.321570634841919,0.6920858073832059
7.374941825866699,0.6996188172919059
7.426625728607178,0.7073870464654997
7.478399276733398,0.7156175894543008
7.531727075576782,0.7245434029585165
7.5814149379730225,0.7332504995334449
7.632723331451416,0.7426186461860016
7.684579372406006,0.75244721682021
7.736683368682861,0.7626658910655166
7.789538621902466,0.773362206137502
7.842974901199341,0.7844862314815289
7.895864725112915,0.7957745696201992
7.949900388717651,0.8075641289540454
8.003364562988281,0.819454906805815
8.056203603744507,0.8313977498468916
8.109578609466553,0.8436237206434293
8.161371946334839,0.8556143793466153
8.216694116592407,0.8685274973531966
8.269972085952759,0.8810343534922538
8.322590351104736,0.8934233466884621
8.374239444732666,0.9055906190251897
8.427740812301636,0.9181684713343934
8.48066759109497,0.9305580280723618
8.533682107925415,0.9428807011616777
8.586848974227905,0.9551213574899997
8.63991117477417,0.9671855473842976
8.6930251121521,0.9790913121226938
8.744915246963501,0.9905177934670918
8.799880743026733,1.0023745599227656
8.852798461914062,1.0135198066413496
8.905885457992554,1.0244072662577162
8.957767009735107,1.0347371302971362
9.011027097702026,1.0449960613259552
9.062679767608643,1.0545868188546124
9.11492109298706,1.0639045416364055
9.168691635131836,1.0730699014217027
9.221503257751465,1.0816290772306125
9.274459600448608,1.0897498826482654
9.327735185623169,1.0974328088686942
9.379343509674072,1.1043911623771918
9.433129787445068,1.1111183542437124
9.485877275466919,1.1171786560502321
9.539523363113403,1.122781429845015
9.592240333557129,1.1277226972683798
9.644920110702515,1.1320891056291782
9.697525978088379,1.135867290678641
9.750362396240234,1.1390710729931848
9.803633451461792,1.1416896283327294
9.856558561325073,1.1436780275808898
9.910932779312134,1.14507875250239
9.964133262634277,1.145816842696086
10.016705989837646,1.1459289338865895
10.06852412223816,1.1454390174900997
10.121612310409546,1.1443201364775648
10.174176454544067,1.142599774000969
10.22689700126648,1.1402664433206067
10.279655694961548,1.1373277580737093
10.334639072418213,1.1336304071018801
10.388277769088745,1.1294101272703496
10.440691709518433,1.1247050753750023
10.492492198944092,1.1195114284451069
10.545228719711304,1.1136751414113362
10.598625183105469,1.1072180393376754
10.651397228240967,1.1003108334567928
10.70501971244812,1.0927746950759998
10.75770115852356,1.084881304096108
10.810385942459106,1.0765241775197218
10.864287376403809,1.0675086095651052
10.917283535003662,1.0582154473484278
10.97058367729187,1.048460625153075
11.023353099822998,1.0384237348966137
11.076625108718872,1.02793420946723
11.129263639450073,1.0172420313785018
11.183334350585938,1.0059491585480491
11.236842393875122,0.9944923212695506
11.288891792297363,0.9831071592561563
11.342337608337402,0.9711986213252253
11.39511251449585,0.959251946097007
11.447659492492676,0.9472016089225166
11.50050163269043,0.934957149787566
11.553644180297852,0.9225461144313174
11.606589317321777,0.9101127725578082
11.659235715866089,0.8977159819104208
11.712108373641968,0.8852614378712835
11.765498876571655,0.8727123013098463
11.818216562271118,0.8603781422398796
11.87180233001709,0.8479316175465982
11.924622297286987,0.8357826815566709
11.976547241210938,0.8239817616873639
12.02794885635376,0.8124712931168943
12.081000328063965,0.8008018490789063
12.134570360183716,0.7892562380138557
12.18705415725708,0.778207869599316
12.239652156829834,0.7674248699293035
12.291233539581299,0.7571565852581958
12.343520402908325,0.7470831615667397
12.396392345428467,0.7372638040429946
12.448598146438599,0.7279555287484235
12.502564191818237,0.7187601307509098
12.555156707763672,0.7102400257306352
12.606947660446167,0.7022969603331184
12.660323858261108,0.694590700689371
12.713105201721191,0.6874729878799875
12.767003536224365,0.6807365686717389
12.820209741592407,0.6746314837469298
12.873040914535522,0.6691198578982306
12.924703598022461,0.6642739015202398
12.977259635925293,0.6599112899131655
13.029957294464111,0.6561110643761252
13.084851503372192,0.6527853276367052
13.13353705406189,0.6503800357582541
13.18652868270874,0.6483497008305821
13.239772081375122,0.6469316256090213
13.291699409484863,0.6461525111125608
13.344300985336304,0.6459731586928665
13.395517110824585,0.6463889857763006
13.447654724121094,0.647409315404802
13.50157880783081,0.6490953869752007
13.555786371231079,0.6514331531237405
13.60915207862854,0.6543577965936213
13.661882400512695,0.657848226331248
13.71466064453125,0.6619303593427921
13.767690896987915,0.6666149640107982
13.820876598358154,0.6718887386744898
13.873769044876099,0.6776917460913017
13.927082538604736,0.684089522083099
13.978969812393188,0.6908299102368118
14.032537937164307,0.6983030085777621
14.085700750350952,0.7062176141313796
14.138633728027344,0.7145711173883806
14.191335201263428,0.7233367073858358
14.243957281112671,0.7325139029858715
14.295610666275024,0.7419130864556408
14.351643562316895,0.752521068392924
14.40580940246582,0.7631565820977478
14.459121704101562,0.7739622205077008
14.510890245437622,0.7847497547965762
14.564875364303589,0.7962810189572291
14.617668867111206,0.807807120118829
14.670825242996216,0.8196329308389754
14.72354245185852,0.8315503351331285
14.775542497634888,0.8434657125406618
14.826836347579956,0.8553387768674094
14.877962589263916,0.8672676367775873
14.929066896438599,0.8792578340160278
14.980940103530884,0.8914675134789987
15.034838676452637,0.9041615879755114
15.088030576705933,0.9166727290463736
15.140770196914673,0.9290258605642476
15.19258975982666,0.9410837200305799
15.24537992477417,0.9532570429758581
15.300670862197876,0.9658543237446934
15.353297233581543,0.9776690830421757
15.405209302902222,0.9891284249027985
15.456698417663574,1.0002729786304196
15.509035110473633,1.0113455089694097
15.560807704925537,1.022025457311383
15.613643407821655,1.032614999609756
15.668309688568115,1.043214811031739
15.722638607025146,1.0533620669427801
15.776032447814941,1.0629328120587171
15.828773975372314,1.0719716086277788
15.884184837341309,1.0809989920104948
15.93779444694519,1.0892532157681196
15.99065613746643,1.0969089214321248
16.044002056121826,1.1041295554372388
16.09674334526062,1.1107509989238107
16.151816368103027,1.1170988254770657
16.206193923950195,1.122782004662589
16.259563207626343,1.1277804762635388
16.312134504318237,1.132129510867664
16.36594533920288,1.1359843115011472
16.41776156425476,1.1391112126142233
16.470858097076416,1.1417138105562148
16.522705793380737,1.1436615150065226
16.57613778114319,1.1450499337670739
16.628770112991333,1.1458002136455678
16.68180775642395,1.1459344619844742
16.734609842300415,1.1454478003282729
16.788257360458374,1.1443206674364452
16.84109616279602,1.1425900523495742
16.89293646812439,1.1402979973032075
16.94591450691223,1.1373527892882307
17.002016067504883,1.1335783723209805
17.05622959136963,1.129299899882089
17.10952591896057,1.1245001201173714
17.162537574768066,1.1191537703033347
17.217769861221313,1.1129912397592854
17.272704601287842,1.1062790866579508
17.32547688484192,1.0992997716838406
17.37890386581421,1.0917246442192552
17.431801080703735,1.0837296127345586
17.484681129455566,1.075273949577684
17.537994861602783,1.066298130443049
17.590618133544922,1.0570167530551435
17.642922163009644,1.0473994518583702
17.694610595703125,1.037533439463517
17.746274948120117,1.0273364287077884
17.801053285598755,1.0161853020764795
17.856199502944946,1.0046355956165196
17.90965437889099,0.9931599247716698
17.96250009536743,0.9815727339323319
18.01521134376526,0.9698024253108514
18.068230628967285,0.9577803285231594
18.12131357192993,0.945589038334272
18.174206495285034,0.93331793481659
18.22754669189453,0.9208493213439504
18.279395580291748,0.9086683114528489
18.335358142852783,0.8954880355968311
18.389568090438843,0.8827213683612127
18.443034172058105,0.8701635778450578
18.495798587799072,0.8578347701203273
18.551008224487305,0.8450356966518182
18.604987382888794,0.832654743851141
18.65781855583191,0.8206959325369148
18.712545156478882,0.808501946544311
18.764612197875977,0.7971183960934327
18.81701397895813,0.7859037328393448
18.869839429855347,0.774871434860364
18.922585010528564,0.7641527839998113
18.975559949874878,0.7537157580418465
19.028915882110596,0.7435610993512244
19.081675052642822,0.7339000526170403
19.13566493988037,0.7244268020465066
19.189846992492676,0.7153672186509118
19.243228673934937,0.7069017961658515
19.29614782333374,0.6989818384350334
19.3514723777771,0.6912262204770933
19.404889822006226,0.6842655048311472
19.457501649856567,0.677934321424928
19.510167360305786,0.6721331116235647
19.562391996383667,0.6669251210153107
19.61552143096924,0.6621963208508674
19.66855812072754,0.6580599588535057
19.721580743789673,0.6545189449712975
19.7745361328125,0.651584054895355
19.827732801437378,0.6492484493427638
19.87949013710022,0.6475712157896361
19.93290901184082,0.6464597778900488
19.986820936203003,0.645979189744215
20.039862632751465,0.6461360550232245
20.093491792678833,0.6469292502089051
20.14589285850525,0.6483186947500453
20.201237678527832,0.6504418425293719
20.25438380241394,0.6531093073013643
20.307572603225708,0.6563886967879029
20.360167026519775,0.6602235106223185
20.412269353866577,0.6645937641477491
20.463721990585327,0.6694577475871463
20.51623225212097,0.6749681644319827
20.569159984588623,0.6810712764257006
20.62146830558777,0.6876277695732964
